compound,name,smiles,mw,formula,volume,monomass,nrotb,tpsa,bioactivities,speciesName,stateName,cityName,iupac,inchi,inchikey,hba,hbd,logp,lipinski
http://nubbekg.aksw.org/data/compound/3000,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside,OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H](O[C@H]([C@@H]([C@H]1O)O)C)[C@@H]1O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,594.5181,C27H30O15,488.051,594.15845,6.0,249.199,Antioxidant,Chimarrhis turbinata,PA,Belem ,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-4H-chromen-4-one","1S/C27H30O15/c1-9-17(31)20(34)22(36)26(39-9)38-8-15-18(32)21(35)23(37)27(41-15)42-25-19(33)16-13(30)6-12(29)7-14(16)40-24(25)10-2-4-11(28)5-3-10/h2-7,9,15,17-18,20-23,26-32,34-37H,8H2,1H3/t9-,15+,17-,18-,20+,21-,22+,23+,26+,27-/m0/s1
","RTATXGUCZHCSNG-KYGWAIEOSA-N
",15.0,9.0,-0.574,3.0
http://nubbekg.aksw.org/data/compound/3001,Quercetin-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside,OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5[H])C3=CC=C(C(O)=C3)O)=O,610.5175,C27H30O16,496.068,610.1534,6.0,269.427,Antioxidant,Chimarrhis turbinata,PA,Belem ,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-4H-chromen-4-one","1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18-,20+,21-,22+,23+,26+,27-/m0/s1
","IKGXIBQEEMLURG-IEBISRBZSA-N
",16.0,10.0,-1.063,3.0
http://nubbekg.aksw.org/data/compound/3002,6-Hydroxy-rutin,OC5=C4C(C(O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)=C(OC4=CC(O)=C5O)C3=CC=C(C(O)=C3)O)=O,626.5169,C27H30O17,504.086,626.1483,6.0,289.655,Antioxidant,Chimarrhis turbinata,PA,Belem ,"2-(3,4-dihydroxyphenyl)-5,6,7-trihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-4H-chromen-4-one","1S/C27H30O17/c1-7-15(31)20(36)22(38)26(41-7)40-6-13-17(33)21(37)23(39)27(43-13)44-25-19(35)14-12(5-11(30)16(32)18(14)34)42-24(25)8-2-3-9(28)10(29)4-8/h2-5,7,13,15,17,20-23,26-34,36-39H,6H2,1H3/t7-,13+,15-,17+,20+,21-,22+,23+,26+,27-/m0/s1
","JJGRMQWUXKVOLM-DBHLLKKXSA-N
",17.0,11.0,-1.323,3.0
http://nubbekg.aksw.org/data/compound/3003,Kaempferol-3-O-D-galactopyranoside,OC4=C3C(C(O[C@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,448.3769,C21H20O11,364.188,448.10056,4.0,190.275,Antioxidant,Chimarrhis turbinata,PA,Belem ,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one","1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2/t13-,15+,17+,18-,21+/m1/s1
","JPUKWEQWGBDDQB-DTGCRPNFSA-N
",11.0,7.0,0.125,2.0
http://nubbekg.aksw.org/data/compound/3004,Kaempferol-3-O-D-glucopyranoside,OC4=C3C(C(O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,448.3769,C21H20O11,364.188,448.10056,4.0,190.275,Antioxidant,Chimarrhis turbinata,PA,Belem ,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one","1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2/t13-,15-,17+,18-,21+/m1/s1
","JPUKWEQWGBDDQB-QSOFNFLRSA-N
",11.0,7.0,0.125,2.0
http://nubbekg.aksw.org/data/compound/3005,Kaempferol-3-O-α-L-rhamnopyranosyl-(1-6)-α-L-rhamnopyranosyl-(1-4)-β-D-glucopyranoside,OC6=C5C(C(O[C@H](O[C@@H]([C@H]([C@@H]3O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)CO)[C@@H]3O)=C(OC5=CC(O)=C6[H])C4=CC=C(C([H])=C4)O)=O,756.6587,C33H40O20,620.172,756.2113,9.0,328.351,Antioxidant,Chimarrhis turbinata,PA,Belem ,"3-{[(2S,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","1S/C33H40O20/c1-10-19(38)22(41)25(44)31(48-10)47-9-17-20(39)23(42)26(45)32(51-17)52-29-16(8-34)50-33(27(46)24(29)43)53-30-21(40)18-14(37)6-13(36)7-15(18)49-28(30)11-2-4-12(35)5-3-11/h2-7,10,16-17,19-20,22-27,29,31-39,41-46H,8-9H2,1H3/t10-,16+,17-,19-,20-,22+,23+,24+,25+,26+,27+,29+,31+,32-,33-/m0/s1
","ROHKXIYITDSHAJ-GZMWNWTGSA-N
",20.0,12.0,-2.499,3.0
http://nubbekg.aksw.org/data/compound/3006,"Catechin, Ent-catechin",O[C@@H]1[C@H](Oc2c(C1)c(O)cc(c2)O)c1cc(O)c(cc1)O,290.2681,C15H14O6,244.141,290.07904,1.0,110.374,Antileishmanial | Antioxidant,Byrsonima coccolobifolia | Cedrela fissilis | Cedrela odorata | Chimarrhis turbinata | Dimorphandra mollis,MG | PA | SP,Belem  | Rio Claro  | Sao Carlos  | Vicosa ,"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1
","PFTAWBLQPZVEMU-DZGCQCFKSA-N
",6.0,5.0,1.369,0.0
http://nubbekg.aksw.org/data/compound/3007,Procyanidin B-3,OC6=CC(O)=C5[C@H]([C@@H]([C@H](OC5=C6)[C@]4=CC=C(C(O)=C4)O)O)[C@@]3=C2C(C[C@@H]([C@H](O2)[C@@]1=CC=C(C(O)=C1)O)O)=C(C=C3O)O,578.5202,C30H26O12,475.673,578.14246,3.0,220.748,Antioxidant,Chimarrhis turbinata,PA,Belem ,"(2R,3S,4S)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26-,27-,28+,29+/m0/s1
","XFZJEEAOWLFHDH-AVFWISQGSA-N
",12.0,10.0,2.581,3.0
http://nubbekg.aksw.org/data/compound/3084,Proanthocyanidin,OC1=CC(O)=C([C@H]([C@@]4=C(O)C=C(O)C5=C4O[C@H]([C@]6=CC(O)=C(O)C=C6)[C@H](O)C5)[C@@H](O)[C@@H]([C@]3=CC(O)=C(O)C=C3)O2)C2=C1,578.5202,C30H26O12,475.673,578.14246,3.0,220.748,Antioxidant,Maytenus aquifolium,SP,Ribeirao Preto ,"(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26-,27-,28-,29-/m1/s1
","XFZJEEAOWLFHDH-NFJBMHMQSA-N
",12.0,10.0,2.581,3.0
http://nubbekg.aksw.org/data/compound/3085,Kaempferol 3-O-α-L-rhamnopyranosyl (1→6)-O-[β -D-glucopyranosyl (1→3)-O-α-L-rhamnopyranosyl-(1→2)]-O-β -D-glucopyranosyl,OC2=CC(O)=C1C(C(O[C@@H]([C@@H]3O[C@H]4[C@H](O)[C@H](O[C@@H]([C@@H]6O)O[C@H](CO[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)[C@@H](O)[C@@H]6O)[C@@H](O)[C@H](C)O4)O[C@H](CO)[C@@H](O)[C@@H]3O)=C(C7=CC=C(O)C=C7)OC1=C2)=O,902.7999,C39H50O24,744.035,902.2692,11.0,387.275,Antioxidant,Maytenus aquifolium,SP,Ribeirao Preto ,"3-{[(2S,3R,4S,5S,6R)-3-{[(2S,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","1S/C39H50O24/c1-11-21(44)26(49)29(52)36(56-11)55-10-19-24(47)27(50)30(53)37(60-19)61-33-22(45)12(2)57-38(31(33)54)63-35-28(51)23(46)18(9-40)59-39(35)62-34-25(48)20-16(43)7-15(42)8-17(20)58-32(34)13-3-5-14(41)6-4-13/h3-8,11-12,18-19,21-24,26-31,33,35-47,49-54H,9-10H2,1-2H3/t11-,12-,18+,19+,21-,22-,23+,24+,26+,27-,28-,29+,30+,31+,33+,35+,36+,37-,38-,39-/m0/s1
","JZYJKFSLZORUHU-MXOVRRHFSA-N
",24.0,14.0,-3.198,3.0
http://nubbekg.aksw.org/data/compound/3086,Quercetin 3-O-α-L-rhamnopyranosyl (1→6)-O-[β -D-glucopyranosyl (1→3)-O-α-L-rhamnopyranosyl-(1→2)]-O-β -D-glucopyranosyl,OC2=CC(O)=C1C(C(O[C@@H]([C@@H]3O[C@H]4[C@H](O)[C@H](O[C@@H]([C@@H]6O)O[C@H](CO[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)[C@@H](O)[C@@H]6O)[C@@H](O)[C@H](C)O4)O[C@H](CO)[C@@H](O)[C@@H]3O)=C(C7=CC=C(O)C(O)=C7)OC1=C2)=O,918.7993,C39H50O25,752.052,918.2641,11.0,407.503,Antioxidant,Maytenus aquifolium,SP,Ribeirao Preto ,"3-{[(2S,3R,4S,5S,6R)-3-{[(2S,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one","1S/C39H50O25/c1-10-21(45)26(50)29(53)36(57-10)56-9-19-24(48)27(51)30(54)37(61-19)62-33-22(46)11(2)58-38(31(33)55)64-35-28(52)23(47)18(8-40)60-39(35)63-34-25(49)20-16(44)6-13(41)7-17(20)59-32(34)12-3-4-14(42)15(43)5-12/h3-7,10-11,18-19,21-24,26-31,33,35-48,50-55H,8-9H2,1-2H3/t10-,11-,18+,19+,21-,22-,23+,24+,26+,27-,28-,29+,30+,31+,33+,35+,36+,37-,38-,39-/m0/s1
","RPVRWBAOHGXARW-OOPHAMHDSA-N
",25.0,15.0,-3.687,3.0
http://nubbekg.aksw.org/data/compound/3087,"Chlorogenic acid methyl ester, Methyl (1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate",OC2=CC=C(C=C2O)/C=C/C(O[C@H]1[C@@H]([C@@H](C[C@](O)(C1)[C@@](OC)=O)O)O)=O,368.3353,C17H20O9,313.795,368.11072,6.0,153.75,Antioxidant,Chimarrhis turbinata,PA,Belem ,"methyl (1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylate","1S/C17H20O9/c1-25-16(23)17(24)7-12(20)15(22)13(8-17)26-14(21)5-3-9-2-4-10(18)11(19)6-9/h2-6,12-13,15,18-20,22,24H,7-8H2,1H3/b5-3+/t12-,13-,15-,17+/m1/s1
","MZNIJRAPCCELQX-AWOKGZDASA-N
",9.0,5.0,0.163,0.0
http://nubbekg.aksw.org/data/compound/3092,"2-(2'-O-trans-caffeoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC(O)=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O,584.4818,C28H24O14,470.615,584.1166,6.0,247.802,Antioxidant,Arrabidaea samydoides,SP,Mogi Guacu ,"(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(1,3,6,7-tetrahydroxy-9-oxo-9H-xanthen-2-yl)oxan-3-yl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate","1S/C28H24O14/c29-9-19-24(37)26(39)28(42-20(35)4-2-10-1-3-12(30)13(31)5-10)27(41-19)21-16(34)8-18-22(25(21)38)23(36)11-6-14(32)15(33)7-17(11)40-18/h1-8,19,24,26-34,37-39H,9H2/b4-2+/t19-,24-,26+,27+,28-/m1/s1
","KJGSFWHQWXCZRH-GIPHEDKVSA-N
",14.0,9.0,1.715,3.0
http://nubbekg.aksw.org/data/compound/3093,"2-(2'-O-trans-cinnamoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O,552.483,C28H24O12,454.58,552.1268,6.0,207.346,Antioxidant,Arrabidaea samydoides,SP,Mogi Guacu ,"(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(1,3,6,7-tetrahydroxy-9-oxo-9H-xanthen-2-yl)oxan-3-yl (2E)-3-phenylprop-2-enoate","1S/C28H24O12/c29-11-19-24(35)26(37)28(40-20(33)7-6-12-4-2-1-3-5-12)27(39-19)21-16(32)10-18-22(25(21)36)23(34)13-8-14(30)15(31)9-17(13)38-18/h1-10,19,24,26-32,35-37H,11H2/b7-6+/t19-,24-,26+,27+,28-/m1/s1
","WSTDGCUXRJQNCC-WLAZBUHESA-N
",12.0,7.0,2.684,3.0
http://nubbekg.aksw.org/data/compound/3094,"2-(2'-O-transcoumaroyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(/C=C/C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O,568.4824,C28H24O13,462.598,568.1217,6.0,227.574,Antioxidant,Arrabidaea samydoides,SP,Mogi Guacu ,"(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(1,3,6,7-tetrahydroxy-9-oxo-9H-xanthen-2-yl)oxan-3-yl (2E)-3-(4-hydroxyphenyl)prop-2-enoate","1S/C28H24O13/c29-10-19-24(36)26(38)28(41-20(34)6-3-11-1-4-12(30)5-2-11)27(40-19)21-16(33)9-18-22(25(21)37)23(35)13-7-14(31)15(32)8-17(13)39-18/h1-9,19,24,26-33,36-38H,10H2/b6-3+/t19-,24-,26+,27+,28-/m1/s1
","IEOFCWJJHJJKMH-CUZKZROISA-N
",13.0,8.0,2.205,3.0
http://nubbekg.aksw.org/data/compound/3095,Mangiferin,OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O,422.3396,C19H18O11,335.804,422.0849,2.0,201.269,Antioxidant,Arrabidaea samydoides,SP,Mogi Guacu ,"1,3,6,7-tetrahydroxy-2-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-9H-xanthen-9-one","1S/C19H18O11/c20-4-11-15(25)17(27)18(28)19(30-11)12-8(23)3-10-13(16(12)26)14(24)5-1-6(21)7(22)2-9(5)29-10/h1-3,11,15,17-23,25-28H,4H2/t11-,15-,17+,18-,19+/m1/s1
","AEDDIBAIWPIIBD-ZJKJAXBQSA-N
",11.0,8.0,-0.162,2.0
http://nubbekg.aksw.org/data/compound/3096,"2-(2'-O-benzoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=CC=C5)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O,526.4457,C26H22O12,427.163,526.11115,5.0,207.346,Antioxidant,Arrabidaea samydoides,SP,Mogi Guacu ,"(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(1,3,6,7-tetrahydroxy-9-oxo-9H-xanthen-2-yl)oxan-3-yl benzoate","1S/C26H22O12/c27-9-17-21(32)23(34)25(38-26(35)10-4-2-1-3-5-10)24(37-17)18-14(30)8-16-19(22(18)33)20(31)11-6-12(28)13(29)7-15(11)36-16/h1-8,17,21,23-25,27-30,32-34H,9H2/t17-,21-,23+,24+,25-/m1/s1
","AVPLATUJXHPZBU-FUFTYFEXSA-N
",12.0,7.0,2.266,3.0
http://nubbekg.aksw.org/data/compound/3097,Muraxanthone,OC1=CC(OC(C=C([C@]([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4OC(C5=CC=C(C=C5)O)=O)O)O)CO)=C3O)O)=C3C2=O)=C2C=C1O,542.4451,C26H22O13,435.181,542.106,5.0,227.574,Antioxidant,Arrabidaea samydoides,SP,Mogi Guacu ,"(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-(1,3,6,7-tetrahydroxy-9-oxo-9H-xanthen-2-yl)oxan-3-yl 4-hydroxybenzoate","1S/C26H22O13/c27-8-17-21(33)23(35)25(39-26(36)9-1-3-10(28)4-2-9)24(38-17)18-14(31)7-16-19(22(18)34)20(32)11-5-12(29)13(30)6-15(11)37-16/h1-7,17,21,23-25,27-31,33-35H,8H2/t17-,21-,23+,24+,25-/m1/s1
","WVLYNCZFGCFUAG-FUFTYFEXSA-N
",13.0,8.0,1.787,3.0
http://nubbekg.aksw.org/data/compound/3104,22β-hydroxypristimerin,O=C2C(O)=C(C)C1=CC=C([C@](CC[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)C[C@@](O)5C)(C)[C@@]4(C)CC3)[C@]3(C)C1=C2,494.6622,C31H42O5,480.229,494.30322,2.0,83.832,Antioxidant,Cheiloclinium cognatum,GO,Goiania ,"methyl (2S,4R,4aR,12bR,14aS,14bS)-4,10-dihydroxy-2,4,4a,6a,9,12b,14a-heptamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydropicene-2-carboxylate","1S/C31H42O5/c1-18-19-9-10-22-27(3,20(19)15-21(32)24(18)33)11-12-29(5)23-16-26(2,25(34)36-8)17-31(7,35)30(23,6)14-13-28(22,29)4/h9-10,15,23,33,35H,11-14,16-17H2,1-8H3/t23-,26-,27-,28?,29-,30+,31+/m0/s1
","MHNISCKQPOFKLG-QHPDNALXSA-N
",5.0,2.0,5.205,1.0
http://nubbekg.aksw.org/data/compound/3105,Cognatine,OC1=CC2=C(C(C=C3[C@](C)2CC[C@]4(C)C3=C(C)C[C@]5(C)[C@]([H])4C[C@](C)([C@@](OC)=O)[C@@H](O)C5=O)=O)C(C)=C1OC,522.6292,C31H38O7,485.83,522.2618,3.0,110.137,Antioxidant,Cheiloclinium cognatum,GO,Goiania ,"methyl (2S,3R,4aR,12bR,14aS,14bS)-3,11-dihydroxy-10-methoxy-2,4a,6,9,12b,14a-hexamethyl-4,8-dioxo-1,2,3,4,4a,5,8,12b,13,14,14a,14b-dodecahydropicene-2-carboxylate","1S/C31H38O7/c1-15-13-30(5)21(14-31(6,27(36)38-8)26(35)25(30)34)29(4)10-9-28(3)17-11-20(33)24(37-7)16(2)22(17)19(32)12-18(28)23(15)29/h11-12,21,26,33,35H,9-10,13-14H2,1-8H3/t21-,26-,28-,29-,30+,31-/m0/s1
","UEULPUBYHGYCFW-LEUGNMFFSA-N
",7.0,2.0,4.487,1.0
http://nubbekg.aksw.org/data/compound/3107,Netzahualcoyonol,O=C2C(O)=C(C)C1=CC=C(C3=C(C)C[C@](C[C@H](O)[C@@](C)([C@@](OC)=O)C5)(C)[C@]5([H])[C@@](C)3CC4)[C@]4(C)C1=C2,478.6197,C30H38O5,458.103,478.2719,2.0,83.832,Antioxidant,Cheiloclinium cognatum,GO,Goiania ,"methyl (2S,3S,12bS,14aS,14bR)-3,10-dihydroxy-2,4a,6,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,11,12b,13,14,14a,14b-dodecahydropicene-2-carboxylate","1S/C30H38O5/c1-16-13-27(3)15-23(32)30(6,26(34)35-7)14-22(27)29(5)11-10-28(4)19(24(16)29)9-8-18-17(2)25(33)21(31)12-20(18)28/h8-9,12,22-23,32-33H,10-11,13-15H2,1-7H3/t22-,23+,27?,28-,29+,30+/m1/s1
","AKILTDMBUDIAST-GIEYBNHKSA-N
",5.0,2.0,4.878,0.0
http://nubbekg.aksw.org/data/compound/3108,Netzahualcoyondiol,O=C5C(O)=C(C4=CC=C3C2=C(C[C@@]1(C)[C@@H]([C@@H]([C@@]([C@@](OC)=O)(C[C@@]([C@](CC[C@@](C4=C5)3C)2C)1[H])C)O)O)C)C,494.6191,C30H38O6,466.147,494.26685,2.0,104.06,Antioxidant,Cheiloclinium cognatum,GO,Goiania ,"methyl (3R,4S,4aR,12bS,14aS,14bS)-3,4,10-trihydroxy-2,4a,6,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,11,12b,13,14,14a,14b-dodecahydropicene-2-carboxylate","1S/C30H38O6/c1-15-13-29(5)21(14-30(6,26(35)36-7)25(34)24(29)33)28(4)11-10-27(3)18(22(15)28)9-8-17-16(2)23(32)20(31)12-19(17)27/h8-9,12,21,24-25,32-34H,10-11,13-14H2,1-7H3/t21-,24+,25-,27+,28-,29+,30?/m0/s1
","APGPWXZLGUDEGW-YPWNTAFOSA-N
",6.0,3.0,3.963,0.0
http://nubbekg.aksw.org/data/compound/3109,Netzahualcoyone,O=C2C(O)=C(C)C1=CC=C(C3=C(C)C[C@](C([C@H](O)[C@@](C)([C@@](OC)=O)C5)=O)(C)[C@]5([H])[C@@](C)3CC4)[C@]4(C)C1=C2,492.6032,C30H36O6,460.285,492.2512,2.0,100.903,Antioxidant,Cheiloclinium cognatum | Salacia campestris,GO | SP,Goiania  | Ribeirao Preto  | Sao Carlos ,"methyl (2S,3R,12bS,14aS,14bS)-3,10-dihydroxy-2,4a,6,9,12b,14a-hexamethyl-4,11-dioxo-1,2,3,4,4a,5,11,12b,13,14,14a,14b-dodecahydropicene-2-carboxylate","1S/C30H36O6/c1-15-13-29(5)21(14-30(6,26(35)36-7)25(34)24(29)33)28(4)11-10-27(3)18(22(15)28)9-8-17-16(2)23(32)20(31)12-19(17)27/h8-9,12,21,25,32,34H,10-11,13-14H2,1-7H3/t21-,25-,27+,28-,29?,30-/m0/s1
","JBKXDADFFNVBTG-UDEFCZFDSA-N
",6.0,2.0,3.777,0.0
http://nubbekg.aksw.org/data/compound/4146,Methyl gallate,O=C(OC)C1=CC(O)=C(O)C(O)=C1,184.1461,C8H8O5,152.626,184.03717,2.0,86.989,Anti-inflamatory | Antioxidant,Alchornea glandulosa,SP,Mogi Guacu ,"methyl 3,4,5-trihydroxybenzoate","1S/C8H8O5/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,9-11H,1H3
","FBSFWRHWHYMIOG-UHFFFAOYSA-N
",5.0,3.0,0.848,0.0
http://nubbekg.aksw.org/data/compound/4150,n-Propyl gallate,O=C(OCCC)C1=CC(O)=C(O)C(O)=C1,212.1993,C10H12O5,186.23,212.06847,4.0,86.989,Anti-inflamatory | Antioxidant,Alchornea glandulosa,SP,Mogi Guacu ,"propyl 3,4,5-trihydroxybenzoate","1S/C10H12O5/c1-2-3-15-10(14)6-4-7(11)9(13)8(12)5-6/h4-5,11-13H,2-3H2,1H3
","ZTHYODDOHIVTJV-UHFFFAOYSA-N
",5.0,3.0,1.727,0.0
http://nubbekg.aksw.org/data/compound/4162,Lauryl gallate,O=C(OCCCCCCCCCCCC)C1=CC(O)=C(O)C(O)=C1,338.4385,C19H30O5,337.446,338.20932,13.0,86.989,Antioxidant,Alchornea glandulosa,SP,Mogi Guacu ,"dodecyl 3,4,5-trihydroxybenzoate","1S/C19H30O5/c1-2-3-4-5-6-7-8-9-10-11-12-24-19(23)15-13-16(20)18(22)17(21)14-15/h13-14,20-22H,2-12H2,1H3
","RPWFJAMTCNSJKK-UHFFFAOYSA-N
",5.0,3.0,6.328,1.0
